company,product,regular,sale,prime,category,sale_discount,prime_discount,prime_sale_difference,discount_bins,parsed_product
MAD HIPPIE,"Mad Hip Normal/dry Cream Cleanser, 4 fl oz",16.99,14.49,13.04,beauty,0.147,0.232,0.085,20% to 30%,Cleanser
ALBA BOTANICA,"Pineapple Enzyme Facial Cleanser, 8 fl oz",13.49,10.79,9.71,beauty,0.2,0.28,0.08,20% to 30%,Cleanser
Dr. Bronner's,"Organic Naked Lip Balm, 0.15 oz",3.49,2.69,2.42,beauty,0.229,0.307,0.078,30% to 40%,Balm
Dr. Bronner's,"Organic Peppermint Lip Balm, 0.15 oz",3.49,2.69,2.42,beauty,0.229,0.307,0.078,30% to 40%,Balm
Dr. Bronner's,"Organic Lemon Lime Lip Balm, 0.15 oz",3.49,2.69,2.42,beauty,0.229,0.307,0.078,30% to 40%,Balm
ALAFFIA,"Purely Coconut Lip Balm, 0.15 oz",2.99,2.49,2.24,beauty,0.167,0.251,0.084,20% to 30%,Balm
ALAFFIA,"Coconut Pineapple Lip Balm, 0.15 oz",2.99,2.49,2.24,beauty,0.167,0.251,0.084,20% to 30%,Balm
ALAFFIA,"Coconut Mint Lip Balm, 1 stick",2.99,2.49,2.24,beauty,0.167,0.251,0.084,20% to 30%,Balm
ALBA BOTANICA,"Nourishing Coconut Cream Hawaiian Lip Balm, 0.15 oz",3.49,2.79,2.51,beauty,0.201,0.281,0.08,20% to 30%,Balm
ALBA BOTANICA,"Coconut Milk Rich Hair Wash, 12 fl oz",10.99,8.79,7.91,beauty,0.2,0.28,0.08,20% to 30%,Milk
PUREZERO,"Coconut Milk Conditioner, 12 fl oz",6.99,5.99,5.39,beauty,0.143,0.229,0.086,20% to 30%,Milk
PUREZERO,"Coconut Milk Shampoo, 12 fl oz",6.99,5.99,5.39,beauty,0.143,0.229,0.086,20% to 30%,Milk
ALBA BOTANICA,"Coconut Milk Rich Hair Conditioner, 12 oz",10.99,8.79,7.91,beauty,0.2,0.28,0.08,20% to 30%,Milk
Jason Natural Products,"Thin To Thick Conditioner, 8 oz",9.49,5.49,4.94,beauty,0.421,0.479,0.058,40% to 50%,Conditioner
ALBA BOTANICA,"Mango Body Builder Conditioner, 12 oz",10.99,8.79,7.91,beauty,0.2,0.28,0.08,20% to 30%,Conditioner
ALBA BOTANICA,"Hawaiian Gardenia Conditioner, 12 oz",10.99,8.79,7.91,beauty,0.2,0.28,0.08,20% to 30%,Conditioner
AVALON ORGANICS,"Nourishing Lavender Conditioner, 32 oz",22.49,18.99,17.09,beauty,0.156,0.24,0.084,20% to 30%,Conditioner
AVALON ORGANICS,"Organic Biotin B Complx Thick Conditioner, 32 oz",22.49,18.99,17.09,beauty,0.156,0.24,0.084,20% to 30%,Conditioner
AVALON ORGANICS,"Rosemary Conditioner, 11 oz",10.29,8.79,7.91,beauty,0.146,0.231,0.085,20% to 30%,Conditioner
AVALON ORGANICS,"Nourishing Lavender Conditioner, 11 oz",10.29,8.79,7.91,beauty,0.146,0.231,0.085,20% to 30%,Conditioner
AVALON ORGANICS,"Organic Biotin Thickening Conditioner, 14 oz",9.69,8.29,7.46,beauty,0.144,0.23,0.086,20% to 30%,Conditioner
ALBA BOTANICA,"Plumria Replenishing Hair Conditioner, 12 oz",10.99,8.79,7.91,beauty,0.2,0.28,0.08,20% to 30%,Conditioner
AVALON ORGANICS,"Organic Tea Tree Conditioner, 11 oz",9.29,7.99,7.19,beauty,0.14,0.226,0.086,20% to 30%,Conditioner
Jason Natural Products,"Dandruff Relief Shampoo, 12 fl oz",13.79,8.79,7.91,beauty,0.363,0.426,0.063,40% to 50%,Shampoo
ALBA BOTANICA,"Mango Body Builder Shampoo, 12 fl oz",10.99,8.79,7.91,beauty,0.2,0.28,0.08,20% to 30%,Shampoo
Jason Natural Products,"Thin To Thick Shampoo, 8 fl oz",9.49,7.99,7.19,beauty,0.158,0.242,0.084,20% to 30%,Shampoo
ALAFFIA,"Curl Enhancing Shampoo, 12 fl oz",12.79,10.79,9.71,beauty,0.156,0.241,0.085,20% to 30%,Shampoo
AVALON ORGANICS,"Organic Biotin Shampoo, 32 fl oz",22.49,18.99,17.09,beauty,0.156,0.24,0.084,20% to 30%,Shampoo
AVALON ORGANICS,"Organic Biotin Shampoo, 14 fl oz",12.99,10.99,9.89,beauty,0.154,0.239,0.085,20% to 30%,Shampoo
ALAFFIA,"Lavender Moisturizing Shampoo, 32 fl oz",16.79,14.29,12.86,beauty,0.149,0.234,0.085,20% to 30%,Shampoo
PUREZERO,"Moroccan Argan Oil Shampoo, 12 fl oz",6.99,5.99,5.39,beauty,0.143,0.229,0.086,20% to 30%,Shampoo
PUREZERO,"Biotin Shampoo, 12 fl oz",6.99,5.99,5.39,beauty,0.143,0.229,0.086,20% to 30%,Shampoo
AVALON ORGANICS,"Organic Volumizing Rosemary Shampoo, 11 fl oz",10.79,9.29,8.36,beauty,0.139,0.225,0.086,20% to 30%,Shampoo
AVALON ORGANICS,"Nourishing Lavender Shampoo, 11 fl oz",10.79,9.29,8.36,beauty,0.139,0.225,0.086,20% to 30%,Shampoo
ALBA BOTANICA,"Hawaiian Plumeria Shampoo, 12 fl oz",10.99,8.79,7.91,beauty,0.2,0.28,0.08,20% to 30%,Shampoo
ALAFFIA,"Coconut Shampoo, 32 fl oz",14.79,12.49,11.24,beauty,0.156,0.24,0.084,20% to 30%,Shampoo
AVALON ORGANICS,"Organic Lavender Shampoo, 32 fl oz",20.99,18.79,16.91,beauty,0.105,0.194,0.089,10% to 20%,Shampoo
AVALON ORGANICS,"Scalp Treatment Tea Tree Shampoo, 11 fl oz",8.69,8.49,7.64,beauty,0.023,0.121,0.098,10% to 20%,Shampoo
MAD HIPPIE,"Antioxidant Facial Oil, 1 each",25.99,14.49,13.04,beauty,0.442,0.498,0.056,40% to 50%,Wash
EARTH THERAPEUTICS,"4 Sided Filing Block, 1 each",2.99,2.39,2.15,beauty,0.201,0.281,0.08,20% to 30%,Wash
ALBA BOTANICA,"Gardenia Hydrating Hair Wash, 12 fl oz",10.99,8.79,7.91,beauty,0.2,0.28,0.08,20% to 30%,Wash
ALBA BOTANICA,"Hawaiian 3 In 1 Clean Towelettes, 30 wet towelettes",5.99,4.79,4.31,beauty,0.2,0.28,0.08,20% to 30%,Wash
AVALON ORGANICS,"Radiant C Daily Gel Cream Moisturizer, 1.7 oz",28.99,24.49,22.04,beauty,0.155,0.24,0.085,20% to 30%,Wash
MAD HIPPIE,"Mad Hip Eye Cream, 0.5 fl oz",25.99,21.99,19.79,beauty,0.154,0.239,0.085,20% to 30%,Wash
Jason Natural Products,"Hi Shine Style Gel, 6 oz",9.79,8.29,7.46,beauty,0.153,0.238,0.085,20% to 30%,Wash
MAD HIPPIE,"Vitamin A Serum, 1 each",32.99,27.99,25.19,beauty,0.152,0.236,0.084,20% to 30%,Wash
MAD HIPPIE,"Mad Hip Vitamin C Serum, 1 each",36.49,30.99,27.89,beauty,0.151,0.236,0.085,20% to 30%,Wash
MAD HIPPIE,"Face Cream, 1 each",26.99,22.99,20.69,beauty,0.148,0.233,0.085,20% to 30%,Wash
ALAFFIA,"Curl Activating Cream, 8 fl oz",13.79,11.79,10.61,beauty,0.145,0.231,0.086,20% to 30%,Wash
ALAFFIA,"Curl Activating Leave In Conditioner, 12 fl oz",13.79,11.79,10.61,beauty,0.145,0.231,0.086,20% to 30%,Wash
ALAFFIA,"Curl Defining Gel, 8 fl oz",13.79,11.79,10.61,beauty,0.145,0.231,0.086,20% to 30%,Wash
Jason Natural Products,"Tea Tree Nail Saver, 0.5 fl oz",8.99,7.69,6.92,beauty,0.145,0.23,0.085,20% to 30%,Wash
ALAFFIA,"Pure African Coconut Oil For Hair & Skin, 11 oz",13.99,11.99,10.79,beauty,0.143,0.229,0.086,20% to 30%,Wash
PUREZERO,"Moroccan Argan Oil Conditioner, 12 fl oz",6.99,5.99,5.39,beauty,0.143,0.229,0.086,20% to 30%,Wash
PUREZERO,"Biotin Conditioner, 12 fl oz",6.99,5.99,5.39,beauty,0.143,0.229,0.086,20% to 30%,Wash
EARTH THERAPEUTICS,"Deluxe Nail Brush, 1 each",3.99,3.19,2.87,beauty,0.201,0.281,0.08,20% to 30%,Wash
ALBA BOTANICA,"Cannabis Sativa Seed Oil Smooth & Soothe Conditioner, 12 oz",10.99,8.79,7.91,beauty,0.2,0.28,0.08,20% to 30%,Wash
EARTH THERAPEUTICS,"Curling Hair Brush, 1 each",8.69,6.69,6.02,beauty,0.23,0.307,0.077,30% to 40%,Wash
ALBA BOTANICA,"Moisture Jasmine Vitamin E Cream, 3 oz",20.99,16.79,15.11,beauty,0.2,0.28,0.08,20% to 30%,Wash
EARTH THERAPEUTICS,"Natural Bamboo Hair Brush, 1 each",10.79,8.69,7.82,beauty,0.195,0.275,0.08,20% to 30%,Wash
ALAFFIA,"Moisturizing Conditioner Vanilla Mint, 32 fl oz",14.79,12.49,11.24,beauty,0.156,0.24,0.084,20% to 30%,Wash
MAD HIPPIE,"Cleansing Oil, 2 fl oz",17.99,15.29,13.76,beauty,0.15,0.235,0.085,20% to 30%,Wash
ALAFFIA,"Curl Enhancing Leave In Conditioner, 12 fl oz",10.79,9.29,8.36,beauty,0.139,0.225,0.086,20% to 30%,Wash
Me & The Bees,"Classic Lemonade, 12 fl oz",3.19,2.5,2.25,Beverages,0.216,0.295,0.079,20% to 30%,Lemonade
Me & The Bees,"Prickly Pear Lemonade, 12 fl oz",3.19,2.5,2.25,Beverages,0.216,0.295,0.079,20% to 30%,Lemonade
Me & The Bees,"Ginger Lemonade, 12 fl oz",3.19,2.5,2.25,Beverages,0.216,0.295,0.079,20% to 30%,Lemonade
Orgain,"Organic Sweet Vanilla Bean Vegan Nutritional Shake, 11 fl oz",2.99,2.5,2.25,Beverages,0.164,0.247,0.083,20% to 30%,Shake
Orgain,"Strawberry & Cream Organic Nutrition Complete Protein Shake (4 Pk), 11 fl oz cartons",11.89,9.99,8.99,Beverages,0.16,0.244,0.084,20% to 30%,Shake
Orgain,"Sweet Vanilla Bean Organic Nutrition Complete Protein Shake, 44 fl oz",11.89,9.99,8.99,Beverages,0.16,0.244,0.084,20% to 30%,Shake
Orgain,"Organic Vanilla Bean Plant Based Shake, 4 cartons",11.89,10.99,9.89,Beverages,0.076,0.168,0.092,10% to 20%,Shake
Koia,"Straw-nana Dream Smoothie, 12 fl oz",3.29,2,1.8,Beverages,0.392,0.453,0.061,40% to 50%,Smoothie
Koia,"Glowing Greens Smoothie, 12 fl oz",3.29,2,1.8,Beverages,0.392,0.453,0.061,40% to 50%,Smoothie
Koia,"Magic Mango Smoothie, 12 fl oz",3.29,2,1.8,Beverages,0.392,0.453,0.061,40% to 50%,Smoothie
Koia,"Rise & Shine Smoothie, 12 fl oz",3.29,2,1.8,Beverages,0.392,0.453,0.061,40% to 50%,Smoothie
Koia,"Tropical Passion Smoothie, 12 fl oz",3.29,2,1.8,Beverages,0.392,0.453,0.061,40% to 50%,Smoothie
Hawaiian Springs,Artesian Spring Water,3.99,2.5,2.25,Beverages,0.373,0.436,0.063,40% to 50%,Water
Essentia,20oz Single,1.49,1,0.9,Beverages,0.329,0.396,0.067,30% to 40%,Water
Liquid Death,"Mountain Spring Water, 16.9 fl oz",1.69,1.25,1.12,Beverages,0.26,0.337,0.077,30% to 40%,Water
1907 Water,"Natural Alkaline Artesian Water, 1 litre",1.99,1.5,1.35,Beverages,0.246,0.322,0.076,30% to 40%,Water
Essentia Water,"Essentia Ionized Alkaline Water (6 Pk), 1.6 gal",12.99,9.99,8.99,Beverages,0.231,0.308,0.077,30% to 40%,Water
Liquid Death,"Mountain Spring Water 12 Pack, 16.9 oz tallboys",14.99,12.99,11.69,Beverages,0.133,0.22,0.087,20% to 30%,Water
Fiji,Natural Artesian Water (1 L),2.79,2.49,2.24,Beverages,0.108,0.197,0.089,10% to 20%,Water
Vita Coco,"Pure Coconut Water, 16.9 fl oz",2.79,2.49,2.24,Beverages,0.108,0.197,0.089,10% to 20%,Water
FLOW WATER,"Blood Orange Collagen Alkaline Spring Water, 16.9 fl oz",2.99,2.69,2.42,Beverages,0.1,0.191,0.091,10% to 20%,Water
FLOW WATER,"Pomegranate Collagen Alkaline Spring Water, 16.9 fl oz",2.99,2.69,2.42,Beverages,0.1,0.191,0.091,10% to 20%,Water
Fiji,"Natural Artesian Water (1.5 L), 1.58 qt",3.29,2.99,2.69,Beverages,0.091,0.182,0.091,10% to 20%,Water
Flow Alkaline Spring Water,"Natural Alkaline Spring Water, 16.9 fl oz",1.49,1.39,1.25,Beverages,0.067,0.161,0.094,10% to 20%,Water
Icelandic Glacial Water,"Glacial Natural Spring Water, 50.7 fl oz",2.99,2.79,2.51,Beverages,0.067,0.161,0.094,10% to 20%,Water
Essentia Water,"Bottled Water, 24 bottles",34.49,22.99,20.69,Beverages,0.333,0.4,0.067,30% to 40%,Water
Santa Cruz Organic,"Organic Radiant Rose Sparkling Juice Mocktail, 25.4 fl oz",4.49,2.67,2.4,Beverages,0.405,0.465,0.06,40% to 50%,Seltzer
Liquid Death,"Sparkling Water, 16.9 fl oz",1.69,1.25,1.12,Beverages,0.26,0.337,0.077,30% to 40%,Seltzer
Spindrift,"Lemon Sparkling Water 8 Pack, 12 fl oz",6.69,4.99,4.49,Beverages,0.254,0.329,0.075,30% to 40%,Seltzer
Spindrift,"Raspberry Lime Sparkling Water 8 Pack, 96 fl oz",6.69,4.99,4.49,Beverages,0.254,0.329,0.075,30% to 40%,Seltzer
Spindrift,"Pineapple Sparkling Water 8pk, 12 fl oz",6.69,4.99,4.49,Beverages,0.254,0.329,0.075,30% to 40%,Seltzer
Spindrift,"Grapefruit Sparkling Water 8pk, 12 fl oz",6.69,4.99,4.49,Beverages,0.254,0.329,0.075,30% to 40%,Seltzer
Spindrift,"Half Tea Half Lemonade Sparkling Water, 96 fl oz",6.69,4.99,4.49,Beverages,0.254,0.329,0.075,30% to 40%,Seltzer
Nixie Sparkling Water,"Peach Black Tea Sparkling Water 8pk, 96 fl oz",6.49,4.99,4.49,Beverages,0.231,0.308,0.077,30% to 40%,Seltzer
Nixie Sparkling Water,Watermelon Mint Sparkling Water 8pk,6.49,4.99,4.49,Beverages,0.231,0.308,0.077,30% to 40%,Seltzer
Nixie Sparkling Water,Lime Ginger Sparkling Water 8pk,6.49,4.99,4.49,Beverages,0.231,0.308,0.077,30% to 40%,Seltzer
Culture Pop Soda,"Orange Mange Chili & Lime Sparkling Soda 4pk, 12 fl oz",7.29,5.99,5.39,Beverages,0.178,0.261,0.083,20% to 30%,Seltzer
Culture Pop Soda,"Ginger Lemon & Turmeric Sparkling Soda 4pk, 12 fl oz",7.29,5.99,5.39,Beverages,0.178,0.261,0.083,20% to 30%,Seltzer
Culture Pop Soda,"Watermelon Lime & Rosemary Sparkling Soda 4pk, 12 fl oz",7.29,5.99,5.39,Beverages,0.178,0.261,0.083,20% to 30%,Seltzer
CLEAN CAUSE,"Organic Sparkling Orange Ginger Yerba Mate, 16 fl oz",2.99,2.5,2.25,Beverages,0.164,0.247,0.083,20% to 30%,Seltzer
CLEAN CAUSE,"Organic Sparkling Cherry Lime Yerba Mate, 16 fl oz",2.99,2.5,2.25,Beverages,0.164,0.247,0.083,20% to 30%,Seltzer
Liquid Death,"Sparkling Mountain Spring Water 12 Pack, 16.9 oz tallboys",14.99,12.99,11.69,Beverages,0.133,0.22,0.087,20% to 30%,Seltzer
DRY Botanical Bubbly,"Sparkling Cranberry Soda, 25.4 fl oz",5.69,5.09,4.58,Beverages,0.105,0.195,0.09,10% to 20%,Seltzer
Nixie Sparkling Water,"Watermelon Mint Sparkling Water, 12 fl oz",0.99,0.89,0.8,Beverages,0.101,0.192,0.091,10% to 20%,Seltzer
Nixie Sparkling Water,"Lime Ginger Sparkling Water, 12 fl oz",0.99,0.89,0.8,Beverages,0.101,0.192,0.091,10% to 20%,Seltzer
Waterloo,"Pineapple Sparkling Water, 12 cans",6.29,5.69,5.12,Beverages,0.095,0.186,0.091,10% to 20%,Seltzer
Waterloo,"Watermelon Sparkling Water, 144 fl oz",6.29,5.69,5.12,Beverages,0.095,0.186,0.091,10% to 20%,Seltzer
DRY Botanical Bubbly,"Dry Sparkling Blood Orange Soda, 25.4 fl oz",5.39,4.89,4.4,Beverages,0.093,0.184,0.091,10% to 20%,Seltzer
Spindrift,"Raspberry Lime Seltzer, 12 fl oz",1.19,0.99,0.89,Beverages,0.168,0.252,0.084,20% to 30%,Seltzer
Health-Ade,"Spicy Margarita Kombucha Cocktail Mixer, 16 fl oz",5.49,4.49,4.04,Beverages,0.182,0.264,0.082,20% to 30%,Kombucha
Health-Ade,"Moscow Mule Kombucha Cocktail Mixer, 16 fl oz",5.49,4.49,4.04,Beverages,0.182,0.264,0.082,20% to 30%,Kombucha
Health-Ade,"Organic Mint Mojito Kombucha Cocktail Mixer, 16 fl oz",5.49,4.49,4.04,Beverages,0.182,0.264,0.082,20% to 30%,Kombucha
Wild Tonic,"Organic Lavender Love Jun Kombucha, 16 fl oz",4.49,3.69,3.32,Beverages,0.178,0.261,0.083,20% to 30%,Kombucha
GT's Synergy Kombucha,Organic Gingerade 16oz,3.49,3,2.7,Beverages,0.14,0.226,0.086,20% to 30%,Kombucha
GT's Synergy Kombucha,Pomegranate Power 16oz,3.49,3,2.7,Beverages,0.14,0.226,0.086,20% to 30%,Kombucha
GT's Synergy Kombucha,Organic Sacred Life 16oz,3.49,3,2.7,Beverages,0.14,0.226,0.086,20% to 30%,Kombucha
GT's Synergy Kombucha,Organic Tantric Turmeric 16oz,3.49,3,2.7,Beverages,0.14,0.226,0.086,20% to 30%,Kombucha
GT's Synergy Kombucha,Organic Guava Goddess 16oz,3.49,3,2.7,Beverages,0.14,0.226,0.086,20% to 30%,Kombucha
GT's Synergy Kombucha,Organic Mystic Mango 16oz,3.49,3,2.7,Beverages,0.14,0.226,0.086,20% to 30%,Kombucha
GT's Synergy Kombucha,Organic Multi-Green 16oz,3.49,3,2.7,Beverages,0.14,0.226,0.086,20% to 30%,Kombucha
GT's Synergy Kombucha,Organic Golden Pineapple 16oz,3.49,3,2.7,Beverages,0.14,0.226,0.086,20% to 30%,Kombucha
GT's Synergy Kombucha,"Gingerberry 16oz, 473 ml",3.49,3,2.7,Beverages,0.14,0.226,0.086,20% to 30%,Kombucha
GT's Synergy Kombucha,Organic Original 16oz,3.49,3,2.7,Beverages,0.14,0.226,0.086,20% to 30%,Kombucha
GT's Synergy Kombucha,Organic Watermelon Wonder 16oz,3.49,3,2.7,Beverages,0.14,0.226,0.086,20% to 30%,Kombucha
GT's Synergy Kombucha,Organic Strawberry Serenity 16oz,3.49,3,2.7,Beverages,0.14,0.226,0.086,20% to 30%,Kombucha
GT's Synergy Kombucha,Seasonal 16oz,3.49,3,2.7,Beverages,0.14,0.226,0.086,20% to 30%,Kombucha
GT's Synergy Kombucha,Organic Lemon Berry 16oz,3.49,3,2.7,Beverages,0.14,0.226,0.086,20% to 30%,Kombucha
Yogi®,"Green Tea Kombucha, 1.12 oz",4.99,4.29,3.86,Beverages,0.14,0.226,0.086,20% to 30%,Kombucha
GT's Synergy Kombucha,Organic Trilogy 16oz,3.49,3,2.7,Beverages,0.14,0.226,0.086,20% to 30%,Kombucha
GT's Synergy Kombucha,Organic California Citrus 16oz,3.49,3,2.7,Beverages,0.14,0.226,0.086,20% to 30%,Kombucha
GT's Synergy Kombucha,Organic Hibiscus Ginger 16oz,3.49,3,2.7,Beverages,0.14,0.226,0.086,20% to 30%,Kombucha
Health-Ade,"Whiskey Sour Kombucha Cocktail Mix, 16 fl oz",5.49,4.49,4.04,Beverages,0.182,0.264,0.082,20% to 30%,Kombucha
Baba’s Bucha,"Flower Power Kombucha Flower Power, 12 fluid ounce",4.79,3.69,3.32,Beverages,0.23,0.307,0.077,30% to 40%,Kombucha
Baba’s Bucha,"Purple Rain Kombucha Blueberry, 12 fluid ounce",4.79,3.69,3.32,Beverages,0.23,0.307,0.077,30% to 40%,Kombucha
Baba’s Bucha,"Ruby Sipper Kombucha Hibiscus, 12 fluid ounce",4.79,3.69,3.32,Beverages,0.23,0.307,0.077,30% to 40%,Kombucha
Baba’s Bucha,"Believe Kombucha, 12 fluid ounce",4.79,3.69,3.32,Beverages,0.23,0.307,0.077,30% to 40%,Kombucha
GT's Synergy Kombucha,Organic Lavender Love 16oz,3.49,3,2.7,Beverages,0.14,0.226,0.086,20% to 30%,Kombucha
Yogi®,"Mango Ginger, 1.12 oz",4.99,4.29,3.86,Beverages,0.14,0.226,0.086,20% to 30%,Tea
Yogi®,"Relaxed Mind, 1.12 oz",4.99,4.29,3.86,Beverages,0.14,0.226,0.086,20% to 30%,Tea
Yogi®,"Green Tea Super Antioxidant, 1.12 oz",4.99,4.29,3.86,Beverages,0.14,0.226,0.086,20% to 30%,Tea
Yogi®,"Soothing Caramel Bedtime, 1.07 oz",4.99,4.29,3.86,Beverages,0.14,0.226,0.086,20% to 30%,Tea
Yogi®,"Throat Comfort, 1.27 oz",4.99,4.29,3.86,Beverages,0.14,0.226,0.086,20% to 30%,Tea
Yogi®,"Egyptian Licorice, 1.27 oz",4.99,4.29,3.86,Beverages,0.14,0.226,0.086,20% to 30%,Tea
Yogi®,"Stomach Ease, 1.02 oz",4.99,4.29,3.86,Beverages,0.14,0.226,0.086,20% to 30%,Tea
Yogi®,"Chai Rooibos, 1.27 oz",4.99,4.29,3.86,Beverages,0.14,0.226,0.086,20% to 30%,Tea
Yogi®,"Breath Deep, 1.12 oz",4.99,4.29,3.86,Beverages,0.14,0.226,0.086,20% to 30%,Tea
Yogi®,"DeTox, 1.02 oz",4.99,4.29,3.86,Beverages,0.14,0.226,0.086,20% to 30%,Tea
Yogi®,"Honey Chai Turmeric Vitality, 1.12 oz",4.99,4.29,3.86,Beverages,0.14,0.226,0.086,20% to 30%,Tea
Yogi®,"Green Tea Pure Green, 1.09 oz",4.99,4.29,3.86,Beverages,0.14,0.226,0.086,20% to 30%,Tea
Yogi®,"Echinacea Immune Support, 0.85 oz",4.99,4.29,3.86,Beverages,0.14,0.226,0.086,20% to 30%,Tea
Yogi®,Green Tea Blueberry Slim Life,4.99,4.29,3.86,Beverages,0.14,0.226,0.086,20% to 30%,Tea
Yogi®,"Egyptian Licorice Mint, 1.12 oz",4.99,4.29,3.86,Beverages,0.14,0.226,0.086,20% to 30%,Tea
Yogi®,"Woman's Raspberry Leaf, 1.02 oz",4.99,4.29,3.86,Beverages,0.14,0.226,0.086,20% to 30%,Tea
Yogi®,"Soothing Rose Hibiscus Skin DeTox, 1.12 oz",4.99,4.29,3.86,Beverages,0.14,0.226,0.086,20% to 30%,Tea
Yogi®,"Kava Stress Relief, 1.27 oz",4.99,4.29,3.86,Beverages,0.14,0.226,0.086,20% to 30%,Tea
Yogi®,"Bedtime, 0.85 oz",4.99,4.29,3.86,Beverages,0.14,0.226,0.086,20% to 30%,Tea
Yogi®,"Lemon Ginger, 1.27 oz",4.99,4.29,3.86,Beverages,0.14,0.226,0.086,20% to 30%,Tea
Yogi®,"Ginger, 1.12 oz",4.99,4.29,3.86,Beverages,0.14,0.226,0.086,20% to 30%,Tea
Yogi®,"Comforting Chamomile, 0.85 oz",4.99,4.29,3.86,Beverages,0.14,0.226,0.086,20% to 30%,Tea
Yogi®,"Honey Lavender Stress Relief, 1.02 oz",4.99,4.29,3.86,Beverages,0.14,0.226,0.086,20% to 30%,Tea
Yogi®,"Sweet Tangerine Positive Energy, 1.02 oz",4.99,4.29,3.86,Beverages,0.14,0.226,0.086,20% to 30%,Tea
Celestial Seasonings,"Caffeine Free Extra Sleepytime Herbal Supplement Tea, 1.2 oz",3.69,3.29,2.96,Beverages,0.108,0.198,0.09,10% to 20%,Tea
Celestial Seasonings,"Sleepytime Lavender Herbal Tea, 1.1 oz",3.49,3.29,2.96,Beverages,0.057,0.152,0.095,10% to 20%,Tea
Celestial Seasonings,"Caffeine Free Classic Sleepytime Herbal Tea, 1 oz",3.39,3.29,2.96,Beverages,0.029,0.127,0.098,10% to 20%,Tea
Celestial Seasonings,"Organic Teawell Matcha Green, 0.6 oz",5.99,3.99,3.59,Beverages,0.334,0.401,0.067,40% to 50%,Tea
Celestial Seasonings,"Organic Teawell Ginger Mint, 0.6 oz",5.99,3.99,3.59,Beverages,0.334,0.401,0.067,40% to 50%,Tea
Celestial Seasonings,"Teawell Sleep, 0.5 oz",4.99,3.99,3.59,Beverages,0.2,0.281,0.081,20% to 30%,Tea
Celestial Seasonings,"Organic Teawell Laxative, 1 oz",4.99,3.99,3.59,Beverages,0.2,0.281,0.081,20% to 30%,Tea
Celestial Seasonings,"Vermont Maple Ginger Herbal Tea, 1.1 oz",3.49,3.29,2.96,Beverages,0.057,0.152,0.095,10% to 20%,Tea
Celestial Seasonings,"Caffeine Free Country Peach Passion Herbal Tea, 20 tea bags",3.49,3.29,2.96,Beverages,0.057,0.152,0.095,10% to 20%,Tea
Celestial Seasonings,"Caffeine Free Lemon Zinger Tea, 1.7 oz",3.49,3.29,2.96,Beverages,0.057,0.152,0.095,10% to 20%,Tea
Celestial Seasonings,"Bengal Spice Tea, 1.7 oz",3.49,3.29,2.96,Beverages,0.057,0.152,0.095,10% to 20%,Tea
Celestial Seasonings,"Peppermint Tea, 1.1 oz",3.49,3.29,2.96,Beverages,0.057,0.152,0.095,10% to 20%,Tea
Yogi®,"Purely Peppermint, 0.85 oz",4.49,4.29,3.86,Beverages,0.045,0.14,0.095,10% to 20%,Tea
Yogi®,"Peach DeTox, 16 tea bags",4.49,4.29,3.86,Beverages,0.045,0.14,0.095,10% to 20%,Tea
Celestial Seasonings,"Organic Teawell Mood, 0.6 oz",5.49,3.99,3.59,Beverages,0.273,0.346,0.073,30% to 40%,Tea
Celestial Seasonings,"Organic Teawell Turmeric Spice, 0.9 oz",5.49,3.99,3.59,Beverages,0.273,0.346,0.073,30% to 40%,Tea
Celestial Seasonings,"Echinacea Complete Care Tea Bag, 1.3 oz",3.69,3.29,2.96,Beverages,0.108,0.198,0.09,10% to 20%,Tea
Whole Foods Market,"Organic Dark Roast Steeped Coffee, 0.42 oz",11.99,5.99,5.39,Beverages,0.5,0.55,0.05,50% or more,Coffee
Groundwork Coffee,"Organic Cold Brew Coffee, 12 fl oz",4.99,3,2.7,Beverages,0.399,0.459,0.06,40% to 50%,Coffee
Groundwork Coffee,"Organic Bitches Brew Cold Brew, 12 fl oz",4.99,3,2.7,Beverages,0.399,0.459,0.06,40% to 50%,Coffee
GROUNDWORK COFFEE CO,"Organic Classic Cold Brew Coffee, 10.1 fl oz",3.69,2.5,2.25,Beverages,0.322,0.39,0.068,30% to 40%,Coffee
Lucky Jack,"Cold Brew Coffee Concentrate - Black, 32 fl oz",11.99,8.99,8.09,Beverages,0.25,0.325,0.075,30% to 40%,Coffee
Lucky Jack,"Organic Mocha Cole Brew Coffee Concentrate, 32 fl oz",11.99,8.99,8.09,Beverages,0.25,0.325,0.075,30% to 40%,Coffee
Lucky Jack,"Organic Caramel Concentrate Cold Brew Coffee, 32 fl oz",11.99,8.99,8.09,Beverages,0.25,0.325,0.075,30% to 40%,Coffee
Koia,"Cold Brew Coffee, 12 fl oz",3.99,3,2.7,Beverages,0.248,0.323,0.075,30% to 40%,Coffee
Peet's Coffee,"Ground Cafe Domingo Blend Coffee, 12 oz",11.99,9.99,8.99,Beverages,0.167,0.25,0.083,20% to 30%,Coffee
Peet's Coffee,"House Blend Ground Coffee, 12 oz",11.99,9.99,8.99,Beverages,0.167,0.25,0.083,20% to 30%,Coffee
Peet's Coffee,"French Roast Ground Coffee, 12 oz",11.99,9.99,8.99,Beverages,0.167,0.25,0.083,20% to 30%,Coffee
