,company,product,regular,sale,prime,sale_discount,prime_discount,prime_sale_difference,discount_bins
1635,From The Ground Up,CRACKERS PURPLE CARROT SEA SALT,3.99,3.5,3.15,0.122807018,0.210526316,0.087719298,0% to 25%
1636,Sky Valley,Verde Sauce,3.99,3.39,3.05,0.15037594,0.235588972,0.085213033,0% to 25%
1637,ANDALOU NATURALS,Lavender Thyme Refreshing Body Lotion,9.49,7.69,6.92,0.18967334,0.27081138,0.08113804,25% to 50%
1638,GOLDTHREAD HERBS,Hawaiian Ginger Herbal Elixir,3.99,3,2.7,0.248120301,0.323308271,0.07518797,25% to 50%
1639,Keto Krisp™,Chocolate Raspberry Protein Bar,2.99,2.5,2.25,0.163879599,0.247491639,0.08361204,0% to 25%
1640,Bob's Red Mill,Cornmeal Gluten Free Cornmeal,3.69,2.79,2.51,0.243902439,0.319783198,0.075880759,25% to 50%
1641,Laird Superfood,Original Superfood Creamer,4.99,3.49,3.14,0.300601202,0.370741483,0.070140281,25% to 50%
1642,Garden of Flavor,1-Day Organic Cold-Pressed Juice Cleanse,40.99,35.99,32.39,0.121980971,0.20980727,0.087826299,0% to 25%
1643,THE GFB,Apple Cinnamon Oatmeal Pop Up Bowl,2.79,1.99,1.79,0.286738351,0.358422939,0.071684588,25% to 50%
1644,Snack Mates by The New Primal,Snack Mates Grass-Fed Beef & Cherry Bites,5.99,4.29,3.86,0.283806344,0.355592654,0.071786311,25% to 50%
1645,Evolve,Plant-Based Protein Shake Double Chocolate,2.99,2.5,2.25,0.163879599,0.247491639,0.08361204,0% to 25%
1646,Rainbow Light,Vitamin D3 400 Iu Sunny Gummies (60 Ct),11.99,10.29,9.26,0.141784821,0.227689741,0.085904921,0% to 25%
1647,Rishi Tea,Organic Lavender Mint Tea,8.69,6.99,6.29,0.195627158,0.276179517,0.080552359,25% to 50%
1648,Giovanni Cosmetics,Air Turbo Charge Styling Mouss,8.49,6.79,6.11,0.200235571,0.2803298,0.080094229,25% to 50%
1649,Clio,Coconut Less Sugar Yogurt Bar,1.99,1.666666667,1.5,0.162479062,0.246231156,0.083752094,0% to 25%
1650,Twinings,Lemon Ginger Tea,5.49,2.99,2.69,0.455373406,0.510018215,0.054644809,50% to 75%
1651,Jason Natural Products,Sea Salt Cool Mint Mouthwash,6.29,5.39,4.85,0.143084261,0.228934817,0.085850556,0% to 25%
1652,GoMacro,12ct Sunflower Butter + Chocolate Macrobar,32.29,24,21.6,0.256735832,0.331062248,0.074326417,25% to 50%
1653,Ferrara,Instant Espresso,4.19,2.99,2.69,0.286396181,0.357995227,0.071599045,25% to 50%
1654,SEVENTH GENERATION,Alpine Falls Laundry Detergent,13.29,12.49,11.24,0.060195636,0.154251317,0.094055681,0% to 25%
1655,Boiron,Acidil Indigestion 60 ct),11.49,10.29,9.26,0.104438642,0.19408181,0.089643168,0% to 25%
1656,Love Good Fats,Salted Caramel Flavor Nut Bar,2.69,2,1.8,0.256505576,0.330855019,0.074349442,25% to 50%
1657,Miracle Noodle,Bone Broth Chicken Noodle Soup,5.29,4.99,4.49,0.056710775,0.151228733,0.094517958,0% to 25%
1658,GOOD CATCH,Fishless Tuna In Oil With Herbs,3.99,2.5,2.25,0.373433584,0.436090226,0.062656642,25% to 50%
1659,AURA CACIA,Chill Pill Essential Solution,10.49,8.39,7.55,0.200190658,0.280266921,0.080076263,25% to 50%
1660,Wholesome!,Zero Calorie Sweetener,8.49,6.99,6.29,0.176678445,0.259128386,0.082449941,25% to 50%
1661,UGLIES SNACKS,Original Sea Salt Potato Chips,2.99,2,1.8,0.331103679,0.397993311,0.066889632,25% to 50%
1662,The Seaweed Bath Co.,Lavender Seaweed Argan Shampoo,13.79,11.49,10.34,0.166787527,0.250181291,0.083393764,25% to 50%
1663,Saffron Road,Lemongrass Basil Simmer Sauce,3.39,2.5,2.25,0.262536873,0.336283186,0.073746313,25% to 50%
1664,ANDALOU NATURALS,Luminous Eye Serum,19.99,15.99,14.39,0.20010005,0.28014007,0.08004002,25% to 50%
1665,Ascent,Vanilla Whey Protein Single Packet,3.69,3.19,2.87,0.135501355,0.222222222,0.086720867,0% to 25%
1666,Rao's Homemade,Tortellni & Vegetable Soup,4.99,3.5,3.15,0.298597194,0.368737475,0.070140281,25% to 50%
1667,ANDALOU NATURALS,Fruit Stem Cell Rivitalize Serum,24.99,19.99,17.99,0.200080032,0.280112045,0.080032013,25% to 50%
1668,Dorot,Crushed Garlic,3.49,2.5,2.25,0.283667622,0.35530086,0.071633238,25% to 50%
1669,Fody™,SALAD DRESSING Caesar,6.29,3.99,3.59,0.365659777,0.429252782,0.063593005,25% to 50%
1670,FIELD & FARMER,Plant-Based Ranch Dressing,3.99,3,2.7,0.248120301,0.323308271,0.07518797,25% to 50%
1671,Organicville,Organic Ceasar Dressing,4.29,3.69,3.32,0.13986014,0.226107226,0.086247086,0% to 25%
1672,FRESH BELLIES,Pepperlicious Toddler Snack,3.99,3.5,3.15,0.122807018,0.210526316,0.087719298,0% to 25%
1673,Bee Flower and Sun Honey Co.,Pure Raw Honey,24.99,21.99,19.79,0.120048019,0.208083233,0.088035214,0% to 25%
1674,Wildbrine,Sriracha Probiotic Kimchi Sauce,5.39,4.99,4.49,0.074211503,0.166975881,0.092764378,0% to 25%
1675,Wild Planet,Chorizo Tuna,3.49,2.79,2.51,0.200573066,0.280802292,0.080229226,25% to 50%
1676,Annie's Homegrown,Organic Thousand Island Dressing,3.79,3,2.7,0.208443272,0.287598945,0.079155673,25% to 50%
1677,Annie's Homegrown,Organic Fig Balsamic Vinaigrette,4.49,3,2.7,0.331848552,0.398663697,0.066815145,25% to 50%
1678,Nature's Path Organic,Cinnamon Apple Crisp Grain Free Hot Cereal,6.49,5.49,4.94,0.154083205,0.238828968,0.084745763,0% to 25%
1679,HYDRO FLASK,Kids Wide Mouth Straw Lid Boot Plumeria Bottle 12 Ounce,29.95,0,20.96,1,0.300166945,-0.699833055,25% to 50%
1680,The Seaweed Bath Co.,Purifying Detox Facial Bar,6.99,5.69,5.12,0.185979971,0.267525036,0.081545064,25% to 50%
1681,ANDALOU NATURALS,Lavender Shea Hand Cream,9.79,7.39,6.65,0.24514811,0.320735444,0.075587334,25% to 50%
1682,Kos,Electric Blue Spirulina,34.99,29.49,26.54,0.157187768,0.241497571,0.084309803,0% to 25%
1683,Wholesome!,Honey Organic,12.29,10.49,9.44,0.146460537,0.23189585,0.085435313,0% to 25%
1684,Celestial Seasonings,Teawell Sleep,5.49,3.99,3.59,0.273224044,0.346083789,0.072859745,25% to 50%
1685,Enviro Products by New Wave,2.2 Liter Bottle,8.49,0,5.94,1,0.300353357,-0.699646643,25% to 50%
1686,Upton's Naturals,Chick Tortilla Soup,4.69,3,2.7,0.360341151,0.424307036,0.063965885,25% to 50%
1687,New Chapter,Fermented Vitamin B12,16.99,13.49,12.14,0.206003531,0.285462036,0.079458505,25% to 50%
1688,Rao's Homemade,Sausage & Potato Soup,4.99,3.5,3.15,0.298597194,0.368737475,0.070140281,25% to 50%
1689,Quest Nutrition®,Chocolate Chip Cookie Dough Protein Bar 12 Pack,26.99,25.49,22.94,0.055576139,0.150055576,0.094479437,0% to 25%
1690,Brekki,Original Overnight Oats,2.99,0.99,0.89,0.668896321,0.702341137,0.033444816,50% to 75%
1691,Nature's Path Organic,Maple Almond Crunch Grain Free Hot Cereal,6.49,5.49,4.94,0.154083205,0.238828968,0.084745763,0% to 25%
1692,Celestial Seasonings,Caffeine Free Lemon Zinger Tea,3.49,3.29,2.96,0.05730659,0.151862464,0.094555874,0% to 25%
1693,Yellowbird Sauce,Jalapeno Hot Dip,6.99,4.99,4.49,0.286123033,0.357653791,0.071530758,25% to 50%
1694,Natrol,Melatonin 3mg,9.99,8.49,7.64,0.15015015,0.235235235,0.085085085,0% to 25%
1695,ANDALOU NATURALS,Kukui Cocoa Body Butter,14.99,11.29,10.16,0.246831221,0.32221481,0.075383589,25% to 50%
1696,Nature's Path Organic,Cacao Superfood Oatmeal,2.19,1.49,1.34,0.319634703,0.388127854,0.068493151,25% to 50%
1697,A Dozen Cousins,Creole Red Beans,3.99,3.49,3.14,0.125313283,0.213032581,0.087719298,0% to 25%
1698,Evolve,Plant-Based Protein Shake Vanilla Bean,2.99,2.5,2.25,0.163879599,0.247491639,0.08361204,0% to 25%
1699,Bob's Red Mill,Teff Flour,6.69,4.99,4.49,0.254110613,0.328849028,0.074738416,25% to 50%
1700,AURA CACIA,Patchouli Essential Oil,17.79,14.49,13.04,0.18549747,0.267003935,0.081506464,25% to 50%
1701,DESERT ESSENCE,Tea Tree Mint Toothpaste,4.49,3.79,3.41,0.155902004,0.240534521,0.084632517,0% to 25%
1702,New Chapter,Fermented Vitamin B Complex,18.99,15.29,13.76,0.194839389,0.27540811,0.08056872,25% to 50%
1703,Annie's Homegrown,Organic Chicken Noodle Soup,3.99,3,2.7,0.248120301,0.323308271,0.07518797,25% to 50%
1704,Celestial Seasonings,Vermont Maple Ginger Herbal Tea,2.69,2.49,2.24,0.074349442,0.167286245,0.092936803,0% to 25%
1705,Garden of Flavor,Green Harmony Organic Cold-Pressed Juice with Probiotics,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
1706,Wild Planet,Tuna,5.49,4.39,3.95,0.200364299,0.280510018,0.080145719,25% to 50%
1707,Jason Natural Products,Power Smile Powerful Peppermint Whitening Paste,2.99,2.49,2.24,0.16722408,0.25083612,0.08361204,25% to 50%
1708,Plantstrong,Organic Engine 2 Firehouse Chili,5.99,4.99,4.49,0.166944908,0.250417362,0.083472454,25% to 50%
1709,Super Coffee,Vanilla Super Creamer,5.99,4.49,4.04,0.250417362,0.325542571,0.075125209,25% to 50%
1710,New Chapter,Fermented Vitamin D3,16.99,13.49,12.14,0.206003531,0.285462036,0.079458505,25% to 50%
1711,AURA CACIA,Rosemary Essential Oil,6.99,5.69,5.12,0.185979971,0.267525036,0.081545064,25% to 50%
1712,GoMacro,12ct Banana + Almond Butter MacroBar,32.29,24,21.6,0.256735832,0.331062248,0.074326417,25% to 50%
1713,Alpen,Triple Berry No Sugar Added Muesli,4.79,3.49,3.14,0.271398747,0.344467641,0.073068894,25% to 50%
1714,Teapigs,English Breakfast,7.79,5.99,5.39,0.231065469,0.308087291,0.077021823,25% to 50%
1715,DRY Botanical Bubbly,Dry Sparkling Blood Orange Soda,5.69,3.37,3.03,0.407732865,0.467486819,0.059753954,25% to 50%
1716,Celestial Seasonings,Ginger & Probiotics Herbal Tea,2.69,2.49,2.24,0.074349442,0.167286245,0.092936803,0% to 25%
1717,New Chapter,Tiny Tabs™ Multi,34.99,27.99,25.19,0.200057159,0.280080023,0.080022864,25% to 50%
1718,DESERT ESSENCE,Ultra Care Mint Tea Tree Toothpaste,4.49,3.79,3.41,0.155902004,0.240534521,0.084632517,0% to 25%
1719,Renew Life,Kids' Ultimate Flora Probiotic Gummies,18.49,15.79,14.21,0.146024878,0.231476474,0.085451595,0% to 25%
1720,Teapigs,Lemon & Ginger,7.79,5.99,5.39,0.231065469,0.308087291,0.077021823,25% to 50%
1721,MEKHALA,Organic Thai Red Curry Paste,5.49,4.99,4.49,0.091074681,0.182149362,0.091074681,0% to 25%
1722,ANDALOU NATURALS,Age Defying Plant-based Retinol Cream,29.49,22.49,20.24,0.2373686,0.313665649,0.07629705,25% to 50%
1723,Om Mushroom Superfood,Mushroom Coffee Blend Drink Mix,1.99,1.49,1.34,0.251256281,0.326633166,0.075376884,25% to 50%
1724,Nature's Path Organic,Golden Turmeric Superfood Oatmeal,2.19,1.49,1.34,0.319634703,0.388127854,0.068493151,25% to 50%
1725,Whole Foods Market,Pumpkin Pie Slice,3,2,1.8,0.333333333,0.4,0.066666667,25% to 50%
1726,365 by Whole Foods Market,Vitamin E 200 IU,12.99,8.99,8.09,0.307929176,0.377213241,0.069284065,25% to 50%
1727,The Jackfruit Company,Pulled Jackfruit,7.69,5.99,5.39,0.22106632,0.299089727,0.078023407,25% to 50%
1728,ANDALOU NATURALS,Age Defying Conditioner,9.99,7.99,7.19,0.2002002,0.28028028,0.08008008,25% to 50%
1729,Whole Foods Market,Vegan Green Beans Almondine,7.99,6.79,6.11,0.150187735,0.235294118,0.085106383,0% to 25%
1730,Noble Made by the New Primal,Buffalo Ranch Dressing & Marinade,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
1731,Not Your Mother's,Matcha Green Tea & Wild Apple Blossom Butter Masque,9.29,7.99,7.19,0.139935414,0.226049516,0.086114101,0% to 25%
1732,LesserEvil,White Chocolate Matcha Popcorn,3.99,2.37,2.13,0.406015038,0.466165414,0.060150376,25% to 50%
1733,Meyer's,Rain Water Hand Lotion,5.99,5.39,4.85,0.100166945,0.190317195,0.09015025,0% to 25%
1734,FRESHE,Thai Sriracha,4.79,3.99,3.59,0.167014614,0.250521921,0.083507307,25% to 50%
1735,Celestial Seasonings,Citrus Sunrise Herbal Tea,2.69,2.49,2.24,0.074349442,0.167286245,0.092936803,0% to 25%
1736,Organicville,Organic Jalapeno Ranch Dressing,4.29,3.69,3.32,0.13986014,0.226107226,0.086247086,0% to 25%
1737,Uglies,Kettle Cooked Potato Chip Buffalo Ranch,3.19,2,1.8,0.373040752,0.435736677,0.062695925,25% to 50%
1738,A LA MAISON,Cherry Blossom Hand Cream,6.39,5.39,4.85,0.156494523,0.241001565,0.084507042,0% to 25%
1739,Sky Valley,Teriyaki Glaze Sauce,4.99,4.29,3.86,0.140280561,0.226452906,0.086172345,0% to 25%
1740,Kos,Kiss Your Blues Away Blue Spirulina,34.99,29.49,26.54,0.157187768,0.241497571,0.084309803,0% to 25%
1741,Solely,Organic 100% Cacao Dried Pineaple Fruit Jerky,1.69,1,0.9,0.408284024,0.467455621,0.059171598,25% to 50%
1742,AURA CACIA,Bergamot Essential Oil,14.49,11.49,10.34,0.207039337,0.286404417,0.079365079,25% to 50%
1743,Frontier Co-op,All Purpose Seasoning Blend,4.99,4.39,3.95,0.120240481,0.208416834,0.088176353,0% to 25%
1744,GG Exceptional Fiber,Cinnamon Honey Fiber Crispbread,3.99,2.69,2.42,0.325814536,0.393483709,0.067669173,25% to 50%
1745,HYDRO FLASK,21 Oz Standard Flex Cap Cobalt,32.95,0,23.06,1,0.300151745,-0.699848255,25% to 50%
1746,Annie's Homegrown,Less Sodium Macaroni & Cheese,1.89,1,0.9,0.470899471,0.523809524,0.052910053,50% to 75%
1747,Ascent,Organic Vanilla Bean Plant Protein,44.99,37.99,34.19,0.155590131,0.240053345,0.084463214,0% to 25%
1748,Santa Cruz Mountain Brewing,Organic Concord Grape Fruit Spread,3.99,3.49,3.14,0.125313283,0.213032581,0.087719298,0% to 25%
1749,PLANT BOSS,Organic Mild Plant Taco Meatless Crumbles,6.99,4.99,4.49,0.286123033,0.357653791,0.071530758,25% to 50%
1750,Craize Corn,Coconut Toasted Corn Cracker,3.79,2.99,2.69,0.211081794,0.290237467,0.079155673,25% to 50%
1751,AURA CACIA,Lavender Harvest Essential Oil,10.79,8.69,7.82,0.194624652,0.275254866,0.080630213,25% to 50%
1752,Vive Organic,Organic Pure Boost Vitamin C Wellness Shot,3.99,3.19,2.87,0.200501253,0.280701754,0.080200501,25% to 50%
1753,AURA CACIA,Peppermint Essential Oil,27.39,18.49,16.64,0.324936108,0.392479007,0.067542899,25% to 50%
1754,ANDALOU NATURALS,Age Defying Plant-based Retinol Eye Balm,19.99,15.99,14.39,0.20010005,0.28014007,0.08004002,25% to 50%
1755,HYDRO FLASK,21 Oz Standard Mouth With Standard Flex Cap Stone,32.95,0,23.06,1,0.300151745,-0.699848255,25% to 50%
1756,Sky Valley,Organic Thai Peanut Sauce,4.99,4.29,3.86,0.140280561,0.226452906,0.086172345,0% to 25%
1757,Nutiva,Organic Avocado Oil Mct Oil Blend,9.99,8.99,8.09,0.1001001,0.19019019,0.09009009,0% to 25%
1758,Plantstrong,Organic Creamy White Bean Chili,5.99,4.99,4.49,0.166944908,0.250417362,0.083472454,25% to 50%
1759,Nutiva,Unrefined Coconut Sugar,5.99,5.69,5.12,0.050083472,0.14524207,0.095158598,0% to 25%
1760,Teapigs,Mao Feng Green Tea,7.79,5.99,5.39,0.231065469,0.308087291,0.077021823,25% to 50%
1761,Simply Organic,Organic Ranch Dip Mix,1.59,1.29,1.16,0.188679245,0.270440252,0.081761006,25% to 50%
1762,Sky Valley,Organic Red Sofrito Sauce,4.79,3.99,3.59,0.167014614,0.250521921,0.083507307,25% to 50%
1763,Craize Corn,Plantain Toasted Corn Cracker,3.79,2.99,2.69,0.211081794,0.290237467,0.079155673,25% to 50%
1764,FRESH BELLIES,Peas And Love Snap Ea And Cumin Snack,3.99,3.5,3.15,0.122807018,0.210526316,0.087719298,0% to 25%
1765,Boiron,Chestal Honey Homeopathic Medicine,10.99,9.99,8.99,0.090991811,0.181983621,0.090991811,0% to 25%
1766,GoMacro,12ct Blueberry + Cashew Butter MacroBar,32.29,24,21.6,0.256735832,0.331062248,0.074326417,25% to 50%
1767,Sugar In The Raw,Zero Calorie Sweetener 40 Count,4.29,3.49,3.14,0.186480186,0.268065268,0.081585082,25% to 50%
1768,TRILOGY,Cream Cleanser,22.99,17.29,15.56,0.247933884,0.323183993,0.075250109,25% to 50%
1769,Gardein,Plant-based Chick'n & Rice Soup,3.49,2.79,2.51,0.200573066,0.280802292,0.080229226,25% to 50%
1770,Brekki,Banana And Maple Brown Sugar Overnight Oats,2.99,0.99,0.89,0.668896321,0.702341137,0.033444816,50% to 75%
1771,365 by Whole Foods Market,Limited Edition Frozen Vegetables,1.99,1.17,1.05,0.412060302,0.472361809,0.060301508,25% to 50%
1772,Milk Bar,Candy Cane Cornflake Chocolate Chip,4.99,2.97,2.67,0.404809619,0.46492986,0.06012024,25% to 50%
1773,CHOCOLATE CHOCOLATE,Mini Chocolate Chip Cookies,5.99,4.99,4.49,0.166944908,0.250417362,0.083472454,25% to 50%
1774,Solely,Organic Pineapple Coconut Fruit Jerky Drizzled With Cacao,1.69,1,0.9,0.408284024,0.467455621,0.059171598,25% to 50%
1775,ANDALOU NATURALS,Get Started Cannacell Kit,17.49,12.99,11.69,0.25728988,0.331618067,0.074328188,25% to 50%
1776,RADIUS,Big Brush Head Replacement 2 Count,9.69,7.29,6.56,0.247678019,0.323013416,0.075335397,25% to 50%
1777,Miracle Noodle,Bone Broth Beef Noodle Soup,5.29,4.99,4.49,0.056710775,0.151228733,0.094517958,0% to 25%
1778,Brekki,Overnight Oats With Ancient Grains Buleberries,2.99,0.99,0.89,0.668896321,0.702341137,0.033444816,50% to 75%
1779,Mrs. Meyer's Clean Day,Lavender Scent Hand Lotion,5.99,5.39,4.85,0.100166945,0.190317195,0.09015025,0% to 25%
1780,Bfree Foods,Brown Seeded Sandwich Loaf,7.29,5.99,5.39,0.178326475,0.260631001,0.082304527,25% to 50%
1781,THE GFB,Gluten Free Power Breakfast - Fruit,2.79,1.99,1.79,0.286738351,0.358422939,0.071684588,25% to 50%
1782,Quest Nutrition®,Peanut Butter Protein Cookie,1.99,1.89,1.7,0.050251256,0.145728643,0.095477387,0% to 25%
1783,Milk Bar,Candy Cane Chocolate Chip Cornflake,5.99,3.57,3.21,0.404006678,0.464106845,0.060100167,25% to 50%
1784,BHU FOODS,Organic Keto Mint Chocolate Cookie Dough Bites,9.99,9.29,8.36,0.07007007,0.163163163,0.093093093,0% to 25%
1785,FIELD & FARMER,Plant-Based Caesar Dressing,3.99,3,2.7,0.248120301,0.323308271,0.07518797,25% to 50%
1786,GOOD CATCH,Mediterranean Fishless Tuna,3.99,2.5,2.25,0.373433584,0.436090226,0.062656642,25% to 50%
1787,HYDRO FLASK,Alpine Wide Flex Cap Bottle,32.95,0,23.06,1,0.300151745,-0.699848255,25% to 50%
1788,88 Acres,Pumpkin Seed Butter Pouch,1.99,1.79,1.61,0.100502513,0.190954774,0.090452261,0% to 25%
1789,PROBAR,Peanut Butter Chocolate Protein Bar,32.99,30,27,0.090633525,0.181570173,0.090936647,0% to 25%
1790,Dorot,Crushed Ginger,3.49,2.5,2.25,0.283667622,0.35530086,0.071633238,25% to 50%
1791,Noble Made by the New Primal,Classic Ranch Dressing & Marinade,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
1792,Om Mushroom Superfood,Mighty Mushroom Broth,2.49,2.29,2.06,0.080321285,0.172690763,0.092369478,0% to 25%
1793,AURA CACIA,Tea Tree Essential Oil,23.99,19.29,17.36,0.195914965,0.276365152,0.080450188,25% to 50%
1794,Evolve,Plant-Based Protein Shake Cafe Mocha,2.99,2.5,2.25,0.163879599,0.247491639,0.08361204,0% to 25%
1795,Super Coffee,Coconut Mocha ,3.29,2.79,2.51,0.151975684,0.237082067,0.085106383,0% to 25%
1796,Richard's,Still Water,1.49,1,0.9,0.32885906,0.395973154,0.067114094,25% to 50%
1797,Milk Bar,Gingerbread House Ice Cream,5.99,3.57,3.21,0.404006678,0.464106845,0.060100167,25% to 50%
1798,365 by Whole Foods Market,Black Eyed Peas - No Salt Added,2.49,1.47,1.32,0.409638554,0.469879518,0.060240964,25% to 50%
1799,The Seaweed Bath Co.,Seaweed Argan Conditioner - Euc And Pep,13.79,11.49,10.34,0.166787527,0.250181291,0.083393764,25% to 50%
1800,Four Sigmatic,Vegan Protein Powder,3.99,3.39,3.05,0.15037594,0.235588972,0.085213033,0% to 25%
1801,Navitas Organics,Organic Camu Powder,22.99,19.49,17.54,0.152240104,0.237059591,0.084819487,0% to 25%
1802,EAT NICE FOODS,Creamy Nada Ricotta Ravioli,7.99,6.99,6.29,0.125156446,0.212765957,0.087609512,0% to 25%
1803,Whole Foods Market,Vitamin C Food Sourced,19.99,13.99,12.59,0.300150075,0.370185093,0.070035018,25% to 50%
1804,Ascent,Organic Chocolate Plant Protein,44.99,37.99,34.19,0.155590131,0.240053345,0.084463214,0% to 25%
1805,Keto and Co,Shortbread Cookie Mix,9.99,8.99,8.09,0.1001001,0.19019019,0.09009009,0% to 25%
1806,Hen of the Woods,Kettle Chips Red Wine Vinegar,3.99,2.5,2.25,0.373433584,0.436090226,0.062656642,25% to 50%
1807,CHARLES CHOCOLATES,Ruby Cacao Raspberry & Pistachio Bar,8.99,7.69,6.92,0.144605117,0.23025584,0.085650723,0% to 25%
1808,Boiron,Chestal Adult Cold And Cough,10.49,9.49,8.54,0.095328885,0.185891325,0.09056244,0% to 25%
1809,Garden of Flavor,Shoots & Sprouts Organic Cold-Pressed Juice,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
1810,Hen of the Woods,Kettle Chips Buttermilk & Chive,3.99,2.5,2.25,0.373433584,0.436090226,0.062656642,25% to 50%
1811,Wedderspoon,Manuka Honey Immunity Gummies,23.99,20.49,18.44,0.145894123,0.231346394,0.085452272,0% to 25%
1812,Biena Snacks,Himalayan Pink Salt Chickpea Snacks,8.99,7.99,7.19,0.111234705,0.200222469,0.088987764,0% to 25%
1813,Mrs. Meyer's Clean Day,Oat Blossom Hand Lotion,5.99,5.39,4.85,0.100166945,0.190317195,0.09015025,0% to 25%
1814,NOT YOUR MOTHER'S NATURALS,Aquatic Blue Mint & Sea Holly Conditioner 16 oz,9.39,7.99,7.19,0.149094782,0.2342918,0.085197018,0% to 25%
1815,Rishi Tea,Organic Quince Eucalyptus Tea,8.69,6.99,6.29,0.195627158,0.276179517,0.080552359,25% to 50%
1816,Gardein,Plant-based Saus'ge Gumbo,3.49,2.79,2.51,0.200573066,0.280802292,0.080229226,25% to 50%
1817,Biena Snacks,Vegan Cheddar Baked Puffs,5.99,4.99,4.49,0.166944908,0.250417362,0.083472454,25% to 50%
1818,JASON NATURAL COSMETICS,Sensitive Skin Body Wash,9.99,8.49,7.64,0.15015015,0.235235235,0.085085085,0% to 25%
1819,Mitica,Crackers Taralli Fennel,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
1820,nuun,Strawberry Lemonade Electrolyte Drink Mix,2.49,2.19,1.97,0.120481928,0.208835341,0.088353414,0% to 25%
1821,365 by Whole Foods Market,Organic Brown Gravy Packet,1.29,0.77,0.69,0.403100775,0.465116279,0.062015504,25% to 50%
1822,Sky Valley,Enchilada Sauce,3.99,3.39,3.05,0.15037594,0.235588972,0.085213033,0% to 25%
1823,PRODUCE,Roma Plum Tomato,1.99,1.49,1.34,0.251256281,0.326633166,0.075376884,25% to 50%
1824,Sky Valley,Green Enchilada Sauce,4.79,3.99,3.59,0.167014614,0.250521921,0.083507307,25% to 50%
1825,New Chapter,55+ Every Man™'s One Daily Multivitamin,29.99,23.99,21.59,0.200066689,0.280093364,0.080026676,25% to 50%
1826,Cabot Creamery,Habanero Cheddar Cheese,3.99,2.99,2.69,0.250626566,0.325814536,0.07518797,25% to 50%
1827,Giovanni Cosmetics,2CHIC Clarifying & Calming Shampoo With Wintergreen And Blue Tansy,8.69,6.99,6.29,0.195627158,0.276179517,0.080552359,25% to 50%
1828,RADIUS,Organic Mint Aloe Toothpaste,6.49,4.79,4.31,0.261941448,0.335901387,0.073959938,25% to 50%
1829,AURA CACIA,Lemon Essential Oil,5.99,4.99,4.49,0.166944908,0.250417362,0.083472454,25% to 50%
1830,Plantstrong,Organic Shiitake Mushroom Broth,3.99,3.29,2.96,0.175438596,0.258145363,0.082706767,25% to 50%
1831,Culina,Coconut Yogurt Strawberry Rose,3.99,2.99,2.69,0.250626566,0.325814536,0.07518797,25% to 50%
1832,Plantstrong,Organic Slow-Simmered Vegetable Broth,3.99,3.29,2.96,0.175438596,0.258145363,0.082706767,25% to 50%
1833,Not Your Mother's,Activated Bamboo Charcoal & Purple Moonstone Conditioner,9.39,7.99,7.19,0.149094782,0.2342918,0.085197018,0% to 25%
1834,Hen of the Woods,Kettle Chips Sea Salted,3.99,2.5,2.25,0.373433584,0.436090226,0.062656642,25% to 50%
1835,Love Good Fats,Peanut Butter Chocolatey Snack Bar 12ct,27.42,24,21.6,0.124726477,0.212253829,0.087527352,0% to 25%
1836,Mrs. Meyer's Clean Day,Iowa Pine Liquid Dish Soap,4.79,2.87,2.58,0.400835073,0.461377871,0.060542797,25% to 50%
1837,Celestial Seasonings,Sleepytime Tea,4.79,3.29,2.96,0.313152401,0.382045929,0.068893528,25% to 50%
1838,Hen of the Woods,Kettle Chips A Touch Of Smoke,3.99,2.5,2.25,0.373433584,0.436090226,0.062656642,25% to 50%
1839,Biena Snacks,Sea Salt Baked Puffs,5.99,4.99,4.49,0.166944908,0.250417362,0.083472454,25% to 50%
1840,88 Acres,Spiced Ginger Apple Seed Bar,2.19,1.79,1.61,0.182648402,0.264840183,0.082191781,25% to 50%
1841,Gardein,Meatless Be'f And Vegetable Soup,3.49,2.79,2.51,0.200573066,0.280802292,0.080229226,25% to 50%
1842,Navitas Organics,Organic Hemp Powder,13.99,11.99,10.79,0.142959257,0.228734811,0.085775554,0% to 25%
1843,AURA CACIA,Vetiver Essential Oil,19.99,19.49,17.54,0.025012506,0.122561281,0.097548774,0% to 25%
1844,Yai's Thai,Thai Sauce Pad Thai Sauce,7.49,5.99,5.39,0.200267023,0.280373832,0.080106809,25% to 50%
1845,Quantum Energy Squares,Coconut Almond Chocolate Chip,2.99,2,1.8,0.331103679,0.397993311,0.066889632,25% to 50%
1846,O LIVE AND CO,Extra Virgin Olive Oil,12.99,11.99,10.79,0.076982294,0.169361047,0.092378753,0% to 25%
1847,AURA CACIA,Balsam Fir Needle Essential Oil,12.79,10.29,9.26,0.195465207,0.275996873,0.080531665,25% to 50%
1848,Forager Project,Lightly Sweetened Cashew Milk Yogurt,5.99,5.49,4.94,0.083472454,0.175292154,0.091819699,0% to 25%
1849,Yai's Thai,Thai Sauce Sweet Chili Sauce,7.49,5.99,5.39,0.200267023,0.280373832,0.080106809,25% to 50%
